GEO_ID,NAME,B19001_001E,B19001_001M,B19001_002E,B19001_002M,B19001_003E,B19001_003M,B19001_004E,B19001_004M,B19001_005E,B19001_005M,B19001_006E,B19001_006M,B19001_007E,B19001_007M,B19001_008E,B19001_008M,B19001_009E,B19001_009M,B19001_010E,B19001_010M,B19001_011E,B19001_011M,B19001_012E,B19001_012M,B19001_013E,B19001_013M,B19001_014E,B19001_014M,B19001_015E,B19001_015M,B19001_016E,B19001_016M,B19001_017E,B19001_017M
1500000US490351128042,"Block Group 2, Census Tract 1128.04, Salt Lake County, Utah",459,85,0,11,0,11,0,11,0,11,8,13,24,27,0,11,8,13,0,11,6,10,53,33,71,41,99,65,133,77,57,33,0,11
1500000US490351128043,"Block Group 3, Census Tract 1128.04, Salt Lake County, Utah",455,91,27,34,0,11,0,11,8,12,8,13,0,11,0,11,15,17,41,37,7,11,21,20,63,41,84,48,98,65,51,37,32,30
1500000US490351128044,"Block Group 4, Census Tract 1128.04, Salt Lake County, Utah",457,95,9,15,0,11,0,11,20,22,0,11,0,11,15,17,0,11,0,11,28,34,21,20,40,32,131,74,86,69,58,51,49,28
1500000US490351128051,"Block Group 1, Census Tract 1128.05, Salt Lake County, Utah",506,72,0,11,0,11,0,11,0,11,0,11,0,11,20,22,28,42,0,11,18,20,32,29,83,44,97,52,65,31,107,62,56,35
1500000US490351128052,"Block Group 2, Census Tract 1128.05, Salt Lake County, Utah",592,83,9,15,0,11,0,11,0,11,0,11,0,11,16,18,13,20,47,32,89,58,59,36,108,56,123,69,56,35,43,30,29,23
1500000US490351128053,"Block Group 3, Census Tract 1128.05, Salt Lake County, Utah",405,61,33,39,0,11,0,11,0,11,0,11,4,8,9,13,12,17,20,22,10,17,21,24,55,36,50,29,69,53,65,50,57,46
1500000US490351128101,"Block Group 1, Census Tract 1128.10, Salt Lake County, Utah",638,134,0,11,0,11,0,11,0,11,0,11,0,11,26,30,0,11,0,11,0,11,48,55,61,44,37,43,137,86,244,134,85,56
1500000US490351128102,"Block Group 2, Census Tract 1128.10, Salt Lake County, Utah",2027,184,28,31,30,33,71,100,14,24,16,25,0,16,76,55,32,38,10,15,60,50,219,133,401,182,381,163,169,79,223,99,297,148
1500000US490351128103,"Block Group 3, Census Tract 1128.10, Salt Lake County, Utah",491,105,0,11,0,11,0,11,0,11,0,11,15,23,0,11,39,63,0,11,0,11,51,46,94,57,64,56,15,24,123,71,90,72
1500000US490351128121,"Block Group 1, Census Tract 1128.12, Salt Lake County, Utah",374,64,11,17,31,42,0,11,10,16,21,23,0,11,22,23,25,28,10,15,67,58,57,38,50,33,36,29,34,29,0,11,0,11
1500000US490351128122,"Block Group 2, Census Tract 1128.12, Salt Lake County, Utah",614,86,44,33,24,26,0,11,20,22,61,59,0,11,20,24,70,52,51,34,30,21,72,39,80,43,102,62,0,11,11,17,29,24
1500000US490351128123,"Block Group 3, Census Tract 1128.12, Salt Lake County, Utah",439,68,0,11,0,11,0,11,9,14,0,11,8,13,10,16,30,27,0,11,32,29,40,30,91,56,99,50,54,47,57,35,9,14
1500000US490351128124,"Block Group 4, Census Tract 1128.12, Salt Lake County, Utah",437,71,31,48,0,11,0,11,10,17,11,17,30,28,10,16,0,11,0,11,41,34,40,27,89,45,30,26,61,36,40,28,44,43
1500000US490351128131,"Block Group 1, Census Tract 1128.13, Salt Lake County, Utah",419,62,0,11,0,11,0,11,25,39,9,15,0,11,0,11,21,18,10,16,19,22,19,20,51,31,60,37,75,41,50,48,80,43
1500000US490351128132,"Block Group 2, Census Tract 1128.13, Salt Lake County, Utah",429,57,20,22,10,16,10,17,11,19,9,14,19,20,0,11,7,11,0,11,29,24,18,19,32,23,79,44,37,28,29,27,119,51
1500000US490351128133,"Block Group 3, Census Tract 1128.13, Salt Lake County, Utah",453,50,0,11,0,11,11,17,14,22,21,23,0,11,16,19,0,11,9,14,46,32,53,37,80,44,61,38,38,30,65,41,39,27
1500000US490351128134,"Block Group 4, Census Tract 1128.13, Salt Lake County, Utah",320,48,0,11,0,11,0,11,0,11,9,14,0,11,0,11,0,11,9,14,19,21,20,22,9,15,21,23,79,39,23,19,131,56
1500000US490351128141,"Block Group 1, Census Tract 1128.14, Salt Lake County, Utah",669,79,43,62,19,21,9,13,10,16,10,15,49,41,0,11,0,11,0,11,31,29,56,38,94,58,48,49,81,66,73,37,146,56
1500000US490351128142,"Block Group 2, Census Tract 1128.14, Salt Lake County, Utah",766,93,18,21,9,14,0,11,45,44,0,11,10,16,0,11,18,20,9,13,26,23,42,34,48,31,104,58,9,14,151,65,277,85
1500000US490351128151,"Block Group 1, Census Tract 1128.15, Salt Lake County, Utah",739,65,12,16,0,11,0,11,0,11,0,11,0,11,21,23,41,47,11,16,17,19,87,41,120,53,89,47,67,37,144,67,130,50
1500000US490351128152,"Block Group 2, Census Tract 1128.15, Salt Lake County, Utah",814,68,29,27,0,11,0,11,0,11,9,14,0,11,0,11,11,16,29,25,30,27,59,36,56,38,89,51,31,25,162,62,309,82
1500000US490351128161,"Block Group 1, Census Tract 1128.16, Salt Lake County, Utah",507,69,0,11,0,11,0,11,0,11,0,11,0,11,7,12,14,22,0,11,10,15,70,60,44,32,46,33,56,35,51,37,209,62
1500000US490351128162,"Block Group 2, Census Tract 1128.16, Salt Lake County, Utah",317,65,0,11,0,11,10,15,0,11,0,11,0,11,10,16,10,15,0,11,8,11,53,32,24,27,23,25,14,23,85,61,80,45
1500000US490351128163,"Block Group 3, Census Tract 1128.16, Salt Lake County, Utah",857,107,0,11,32,29,34,44,0,11,8,14,0,11,11,18,19,20,73,60,81,50,79,52,76,44,151,60,41,37,110,64,142,55
1500000US490351128171,"Block Group 1, Census Tract 1128.17, Salt Lake County, Utah",1292,200,19,29,0,11,13,20,13,21,0,11,10,17,20,26,50,58,82,61,89,65,98,84,302,146,171,93,167,90,151,98,107,82
1500000US490351128172,"Block Group 2, Census Tract 1128.17, Salt Lake County, Utah",1393,181,38,47,20,33,17,27,55,87,45,51,62,52,51,48,20,31,0,11,87,78,166,100,292,152,299,143,54,63,135,102,52,62
1500000US490351128173,"Block Group 3, Census Tract 1128.17, Salt Lake County, Utah",497,132,0,11,0,11,0,11,23,48,0,11,0,11,0,11,0,11,0,11,0,11,40,43,50,57,67,85,52,58,101,69,164,90
1500000US490351128181,"Block Group 1, Census Tract 1128.18, Salt Lake County, Utah",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US490351128191,"Block Group 1, Census Tract 1128.19, Salt Lake County, Utah",956,135,69,83,0,11,20,33,18,29,15,24,0,11,112,99,18,29,45,44,63,59,187,105,118,67,94,84,35,40,91,62,71,56
1500000US490351128192,"Block Group 2, Census Tract 1128.19, Salt Lake County, Utah",1449,113,17,27,0,16,0,16,0,16,17,29,17,26,0,16,65,78,0,16,66,42,55,47,129,70,134,68,156,93,324,104,469,125
1500000US490351128201,"Block Group 1, Census Tract 1128.20, Salt Lake County, Utah",1638,162,51,57,15,24,14,25,21,32,70,56,0,11,0,11,20,33,118,97,61,54,184,78,258,95,127,77,279,100,144,101,276,103
1500000US490351128202,"Block Group 2, Census Tract 1128.20, Salt Lake County, Utah",1083,134,84,95,41,56,15,25,17,27,0,11,0,11,21,33,0,11,18,28,23,36,103,65,72,57,182,98,83,69,154,92,270,89
1500000US490351128211,"Block Group 1, Census Tract 1128.21, Salt Lake County, Utah",861,92,39,51,7,12,27,26,35,42,11,17,10,16,6,11,30,47,32,38,59,65,52,34,38,29,104,64,72,44,106,54,233,71
1500000US490351128212,"Block Group 2, Census Tract 1128.21, Salt Lake County, Utah",1027,84,50,43,0,11,0,11,0,11,19,21,27,43,0,11,12,18,22,32,31,47,18,20,71,45,88,42,152,73,142,64,395,93
1500000US490351128221,"Block Group 1, Census Tract 1128.22, Salt Lake County, Utah",1047,109,0,11,33,40,61,55,58,46,31,40,39,51,44,45,49,36,33,28,65,52,138,71,115,63,147,65,44,43,144,75,46,34
1500000US490351128222,"Block Group 2, Census Tract 1128.22, Salt Lake County, Utah",737,90,30,37,23,27,91,59,26,25,15,17,16,18,9,15,12,17,30,38,49,47,21,23,112,61,23,22,78,41,96,53,106,57
1500000US490351128231,"Block Group 1, Census Tract 1128.23, Salt Lake County, Utah",441,80,0,11,0,11,0,11,11,19,12,18,0,11,11,17,0,11,0,11,39,37,21,23,35,33,130,66,84,49,64,36,34,32
1500000US490351128232,"Block Group 2, Census Tract 1128.23, Salt Lake County, Utah",596,93,22,23,0,11,9,14,11,18,0,11,0,11,23,34,12,18,39,58,85,78,11,17,77,44,43,34,61,38,82,56,121,68
1500000US490351128233,"Block Group 3, Census Tract 1128.23, Salt Lake County, Utah",904,138,0,11,29,33,0,11,9,14,0,11,43,54,0,11,34,32,34,31,84,59,95,57,182,79,85,46,105,71,131,87,73,51
1500000US490351129041,"Block Group 1, Census Tract 1129.04, Salt Lake County, Utah",217,58,0,11,0,11,0,11,0,11,0,11,6,10,0,11,0,11,10,17,33,27,34,28,67,48,44,34,10,14,7,10,6,10
1500000US490351129042,"Block Group 2, Census Tract 1129.04, Salt Lake County, Utah",976,133,48,46,26,25,32,33,21,23,26,32,8,12,0,11,7,11,35,29,70,57,174,97,147,63,280,90,19,36,83,47,0,11
1500000US490351129043,"Block Group 3, Census Tract 1129.04, Salt Lake County, Utah",337,87,0,11,0,11,0,11,7,10,8,13,20,34,20,24,65,39,38,35,37,31,27,27,11,18,48,49,46,51,10,16,0,11
1500000US490351129044,"Block Group 4, Census Tract 1129.04, Salt Lake County, Utah",438,108,15,16,16,18,0,11,6,10,41,61,67,62,0,11,0,11,71,79,38,30,60,50,65,43,42,40,11,17,0,11,6,10
1500000US490351129051,"Block Group 1, Census Tract 1129.05, Salt Lake County, Utah",615,86,9,15,34,38,38,45,0,11,28,44,19,22,13,22,31,52,10,15,35,27,61,39,67,40,102,58,64,44,69,43,35,26
1500000US490351129052,"Block Group 2, Census Tract 1129.05, Salt Lake County, Utah",279,68,0,11,0,11,17,19,0,11,15,14,18,16,0,11,0,11,0,11,12,14,27,35,29,22,27,24,98,58,26,37,10,16
1500000US490351129053,"Block Group 3, Census Tract 1129.05, Salt Lake County, Utah",789,83,27,33,14,16,7,12,0,11,14,15,37,33,46,51,33,49,5,9,56,54,23,21,68,37,130,64,22,20,199,63,108,59
1500000US490351129071,"Block Group 1, Census Tract 1129.07, Salt Lake County, Utah",536,97,0,11,36,52,0,11,10,14,53,66,10,16,26,31,10,16,54,33,28,40,77,49,98,49,48,33,36,54,27,40,23,21
1500000US490351129072,"Block Group 2, Census Tract 1129.07, Salt Lake County, Utah",523,102,10,16,0,11,0,11,0,11,0,11,0,11,23,32,33,50,19,24,48,37,16,19,126,80,111,63,96,74,22,26,19,24
1500000US490351129073,"Block Group 3, Census Tract 1129.07, Salt Lake County, Utah",366,94,24,27,31,48,48,70,0,11,22,25,21,26,11,17,15,18,0,11,14,21,20,25,59,54,43,31,33,31,25,24,0,11
1500000US490351129121,"Block Group 1, Census Tract 1129.12, Salt Lake County, Utah",296,41,0,11,0,11,7,10,5,8,0,11,23,28,5,8,9,10,0,11,22,19,47,22,62,26,23,23,51,34,36,25,6,10
1500000US490351129122,"Block Group 2, Census Tract 1129.12, Salt Lake County, Utah",440,46,5,9,0,11,24,28,4,6,15,13,5,8,22,25,36,30,0,11,44,23,28,23,109,48,33,20,53,34,44,28,18,16
1500000US490351129131,"Block Group 1, Census Tract 1129.13, Salt Lake County, Utah",445,77,18,20,0,11,27,38,0,11,9,14,8,13,14,21,10,17,0,11,0,11,0,11,101,52,68,50,87,55,78,53,25,25
1500000US490351129132,"Block Group 2, Census Tract 1129.13, Salt Lake County, Utah",724,89,19,21,0,11,11,16,8,13,8,14,17,27,30,27,9,16,0,11,80,44,150,81,197,58,33,28,53,53,51,33,58,40
1500000US490351129133,"Block Group 3, Census Tract 1129.13, Salt Lake County, Utah",278,53,0,11,0,11,10,15,0,11,0,11,0,11,0,11,27,28,0,11,15,18,74,44,48,40,37,26,19,19,40,32,8,14
1500000US490351129141,"Block Group 1, Census Tract 1129.14, Salt Lake County, Utah",433,106,0,11,0,11,0,11,15,23,0,11,0,11,43,67,24,39,0,11,23,34,11,19,73,63,120,99,62,61,49,47,13,23
1500000US490351129142,"Block Group 2, Census Tract 1129.14, Salt Lake County, Utah",750,136,17,29,7,12,0,11,0,11,118,82,38,48,38,37,94,75,22,35,30,35,165,92,114,73,58,54,27,44,22,36,0,11
1500000US490351129143,"Block Group 3, Census Tract 1129.14, Salt Lake County, Utah",594,106,0,11,0,11,63,77,0,11,0,11,0,11,62,73,21,35,0,11,16,27,88,75,135,100,116,93,8,14,62,56,23,35
1500000US490351129144,"Block Group 4, Census Tract 1129.14, Salt Lake County, Utah",564,148,0,11,0,11,71,60,0,11,14,24,0,11,38,51,11,17,0,11,48,49,84,55,103,87,126,100,29,32,21,26,19,30
1500000US490351129161,"Block Group 1, Census Tract 1129.16, Salt Lake County, Utah",669,98,0,11,40,49,0,11,23,26,40,47,47,64,0,11,54,53,60,44,104,74,63,56,123,75,48,50,42,55,25,28,0,11
1500000US490351129162,"Block Group 2, Census Tract 1129.16, Salt Lake County, Utah",456,75,0,11,0,11,16,19,20,21,0,11,35,57,30,39,26,36,0,11,42,37,84,52,92,78,26,25,6,10,71,69,8,14
1500000US490351129163,"Block Group 3, Census Tract 1129.16, Salt Lake County, Utah",378,60,9,15,0,11,0,11,0,11,8,14,0,11,0,11,18,22,11,16,30,32,95,56,54,34,88,50,12,20,31,26,22,26
1500000US490351129171,"Block Group 1, Census Tract 1129.17, Salt Lake County, Utah",562,82,19,17,42,43,45,57,0,11,8,11,0,11,57,55,29,44,0,11,22,21,75,55,22,23,84,49,49,36,73,42,37,30
1500000US490351129172,"Block Group 2, Census Tract 1129.17, Salt Lake County, Utah",686,81,0,11,0,11,7,12,0,11,33,36,30,29,9,15,39,47,37,42,99,63,78,55,108,66,135,82,72,59,22,24,17,20
1500000US490351129181,"Block Group 1, Census Tract 1129.18, Salt Lake County, Utah",797,125,0,11,21,23,0,11,0,11,29,43,17,19,34,42,10,16,77,43,165,89,165,76,113,50,51,53,58,38,48,53,9,14
1500000US490351129182,"Block Group 2, Census Tract 1129.18, Salt Lake County, Utah",930,102,54,57,9,14,0,11,23,25,26,30,64,40,122,74,23,24,21,24,105,69,123,58,149,81,51,34,71,55,63,34,26,24
1500000US490351129201,"Block Group 1, Census Tract 1129.20, Salt Lake County, Utah",942,121,85,63,52,40,61,47,63,53,66,70,46,39,28,27,22,23,12,18,139,65,62,43,160,88,43,44,71,53,11,17,21,21
1500000US490351129202,"Block Group 2, Census Tract 1129.20, Salt Lake County, Utah",840,116,0,11,103,75,35,34,0,11,0,11,0,11,27,24,36,33,17,18,36,33,86,48,170,75,102,55,40,27,114,59,74,49
1500000US490351129211,"Block Group 1, Census Tract 1129.21, Salt Lake County, Utah",344,71,3,6,4,10,0,11,10,17,0,11,50,53,34,40,9,16,11,18,0,11,49,35,38,34,64,37,22,24,24,23,26,31
1500000US490351129212,"Block Group 2, Census Tract 1129.21, Salt Lake County, Utah",307,79,0,11,0,11,22,24,7,12,9,14,0,11,18,22,0,11,0,11,38,30,58,55,14,16,44,49,34,30,20,21,43,34
1500000US490351129213,"Block Group 3, Census Tract 1129.21, Salt Lake County, Utah",558,93,12,19,0,11,14,11,0,11,18,35,9,15,21,27,16,18,14,23,88,56,72,46,185,77,53,46,22,25,0,11,34,24
1500000US490351130071,"Block Group 1, Census Tract 1130.07, Salt Lake County, Utah",671,75,9,14,0,11,0,11,0,11,7,11,0,11,0,11,0,11,45,31,18,21,86,48,174,68,122,54,15,15,133,58,62,32
1500000US490351130072,"Block Group 2, Census Tract 1130.07, Salt Lake County, Utah",685,87,0,11,0,11,0,11,8,13,9,14,8,13,22,22,0,11,13,21,10,15,82,63,174,68,128,53,34,29,117,61,80,46
1500000US490351130081,"Block Group 1, Census Tract 1130.08, Salt Lake County, Utah",354,61,0,11,0,11,0,11,0,11,0,11,0,11,0,11,8,12,0,11,0,11,38,44,29,27,49,32,67,38,67,37,96,46
1500000US490351130082,"Block Group 2, Census Tract 1130.08, Salt Lake County, Utah",429,57,0,11,0,11,7,12,46,37,0,11,0,11,9,14,0,11,0,11,6,10,34,30,32,29,53,50,74,41,105,48,63,37
1500000US490351130083,"Block Group 3, Census Tract 1130.08, Salt Lake County, Utah",532,70,0,11,12,18,0,11,0,11,10,16,10,16,0,11,0,11,0,11,9,13,88,74,54,28,133,57,25,28,95,46,96,53
1500000US490351130084,"Block Group 4, Census Tract 1130.08, Salt Lake County, Utah",456,68,0,11,0,11,0,11,0,11,0,11,0,11,45,37,0,11,20,22,0,11,41,30,64,37,39,30,140,70,50,40,57,37
1500000US490351130101,"Block Group 1, Census Tract 1130.10, Salt Lake County, Utah",316,58,0,11,0,11,0,11,14,22,0,11,19,31,0,11,0,11,0,11,13,20,37,36,55,42,33,34,35,32,59,40,51,31
1500000US490351130102,"Block Group 2, Census Tract 1130.10, Salt Lake County, Utah",745,138,49,40,0,11,46,74,0,11,0,11,0,11,27,31,22,26,0,11,55,45,111,86,36,34,153,76,57,64,118,64,71,56
1500000US490351130103,"Block Group 3, Census Tract 1130.10, Salt Lake County, Utah",1049,121,52,66,13,19,63,67,32,36,26,31,84,77,12,20,87,78,14,23,62,44,60,40,122,59,43,39,121,87,232,118,26,29
1500000US490351130104,"Block Group 4, Census Tract 1130.10, Salt Lake County, Utah",328,74,19,29,19,29,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,12,19,85,58,84,59,33,38,76,50,0,11
1500000US490351130111,"Block Group 1, Census Tract 1130.11, Salt Lake County, Utah",608,72,9,13,21,24,12,20,16,18,0,11,0,11,17,19,8,14,14,16,17,21,61,42,132,64,43,28,41,34,126,60,91,51
1500000US490351130112,"Block Group 2, Census Tract 1130.11, Salt Lake County, Utah",389,60,8,13,0,11,0,11,0,11,0,11,0,11,21,25,0,11,8,13,0,11,23,26,85,48,34,33,59,35,71,53,80,45
1500000US490351130113,"Block Group 3, Census Tract 1130.11, Salt Lake County, Utah",882,119,53,59,17,27,111,89,0,11,14,16,19,23,11,16,28,25,16,18,47,39,76,43,94,39,154,56,47,31,84,39,111,48
1500000US490351130121,"Block Group 1, Census Tract 1130.12, Salt Lake County, Utah",893,86,22,24,34,53,0,11,10,16,29,27,60,54,11,18,12,18,20,22,44,34,17,19,70,36,124,51,108,51,166,61,166,59
1500000US490351130122,"Block Group 2, Census Tract 1130.12, Salt Lake County, Utah",753,81,12,18,0,11,22,24,8,13,7,12,0,11,11,18,9,13,21,17,0,11,9,13,114,50,140,65,84,47,153,81,163,59
1500000US490351130131,"Block Group 1, Census Tract 1130.13, Salt Lake County, Utah",734,90,15,18,0,11,0,11,28,43,9,14,22,24,0,11,11,17,22,23,37,30,57,50,61,38,108,69,37,26,207,81,120,49
1500000US490351130132,"Block Group 2, Census Tract 1130.13, Salt Lake County, Utah",618,83,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,9,14,0,11,60,35,112,54,149,63,125,54,89,58,74,41
1500000US490351130141,"Block Group 1, Census Tract 1130.14, Salt Lake County, Utah",614,70,15,16,29,27,0,11,0,11,0,11,0,11,32,31,12,19,0,11,28,27,96,54,128,76,124,65,37,30,85,42,28,22
1500000US490351130142,"Block Group 2, Census Tract 1130.14, Salt Lake County, Utah",841,82,10,15,29,36,8,13,0,11,25,39,27,25,10,16,26,26,21,24,59,37,131,64,200,80,88,42,99,47,72,45,36,28
1500000US490351130161,"Block Group 1, Census Tract 1130.16, Salt Lake County, Utah",856,93,11,17,0,11,13,22,0,11,0,11,0,11,10,15,0,11,53,57,60,38,30,29,131,59,86,46,93,44,215,94,154,71
1500000US490351130162,"Block Group 2, Census Tract 1130.16, Salt Lake County, Utah",846,93,10,16,0,11,11,16,10,15,66,51,10,15,19,21,11,16,32,32,73,45,52,35,82,38,124,50,67,44,154,58,125,56
1500000US490351130171,"Block Group 1, Census Tract 1130.17, Salt Lake County, Utah",279,59,0,11,0,11,0,11,0,11,0,11,0,11,20,23,0,11,21,24,16,25,38,32,69,33,29,22,44,37,19,22,23,38
1500000US490351130172,"Block Group 2, Census Tract 1130.17, Salt Lake County, Utah",536,115,0,11,33,24,47,44,12,18,40,47,0,11,0,11,45,36,0,11,28,34,65,45,44,42,124,77,58,41,0,11,40,40
1500000US490351130173,"Block Group 3, Census Tract 1130.17, Salt Lake County, Utah",669,95,11,18,0,11,0,11,0,11,13,20,42,42,16,24,13,20,53,57,39,31,54,38,92,38,115,50,119,71,82,59,20,17
1500000US490351130174,"Block Group 4, Census Tract 1130.17, Salt Lake County, Utah",596,97,0,11,0,11,0,11,11,17,26,28,26,29,12,19,11,19,19,21,25,22,146,97,84,64,77,43,57,43,57,37,45,40
1500000US490351130191,"Block Group 1, Census Tract 1130.19, Salt Lake County, Utah",2868,182,45,53,68,54,0,16,0,16,38,43,36,41,78,63,0,16,45,50,136,68,369,148,607,177,296,103,225,96,337,127,588,154
1500000US490351130201,"Block Group 1, Census Tract 1130.20, Salt Lake County, Utah",5835,212,39,63,0,21,55,63,136,168,63,53,79,74,0,21,139,105,96,88,494,274,773,254,826,228,1152,270,496,188,690,192,797,262
1500000US490351131011,"Block Group 1, Census Tract 1131.01, Salt Lake County, Utah",329,74,0,11,0,11,0,11,0,11,0,11,0,11,15,20,0,11,0,11,23,31,32,26,106,47,62,43,11,16,55,52,25,27
1500000US490351131012,"Block Group 2, Census Tract 1131.01, Salt Lake County, Utah",233,49,7,12,0,11,0,11,0,11,10,15,0,11,0,11,0,11,0,11,18,20,19,29,117,41,21,22,30,29,0,11,11,18
1500000US490351131013,"Block Group 3, Census Tract 1131.01, Salt Lake County, Utah",881,116,10,15,74,63,71,74,0,11,63,55,48,52,48,35,74,58,34,28,40,33,108,70,54,36,92,66,91,63,63,49,11,19
1500000US490351131014,"Block Group 4, Census Tract 1131.01, Salt Lake County, Utah",524,95,0,11,8,14,0,11,0,11,10,15,0,11,0,11,0,11,81,73,8,14,88,61,66,53,98,53,66,56,80,42,19,21
1500000US490351131021,"Block Group 1, Census Tract 1131.02, Salt Lake County, Utah",515,85,0,11,0,11,13,18,0,11,0,11,23,34,0,11,0,11,6,11,9,15,49,37,181,75,69,45,29,24,28,28,108,52
1500000US490351131022,"Block Group 2, Census Tract 1131.02, Salt Lake County, Utah",525,83,0,11,0,11,0,11,13,20,19,22,30,45,0,11,0,11,0,11,66,57,103,75,85,43,92,49,28,30,83,54,6,11
1500000US490351131051,"Block Group 1, Census Tract 1131.05, Salt Lake County, Utah",336,86,0,11,0,11,0,11,10,18,28,28,13,21,0,11,22,24,19,22,31,26,27,27,111,74,44,53,11,17,11,17,9,15
1500000US490351131052,"Block Group 2, Census Tract 1131.05, Salt Lake County, Utah",1284,119,10,17,0,16,0,16,30,30,14,18,48,60,10,17,19,20,20,22,25,24,148,67,243,80,222,64,197,83,238,72,60,38
1500000US490351131071,"Block Group 1, Census Tract 1131.07, Salt Lake County, Utah",3223,454,133,126,0,18,79,93,183,263,32,63,90,149,111,136,296,216,149,169,125,130,440,250,370,262,365,250,331,205,400,311,119,121
1500000US490351131072,"Block Group 2, Census Tract 1131.07, Salt Lake County, Utah",1857,286,0,16,0,16,0,16,0,16,57,98,0,16,0,16,45,73,0,16,33,55,64,96,481,267,448,214,359,259,264,181,106,121
1500000US490351131073,"Block Group 3, Census Tract 1131.07, Salt Lake County, Utah",3021,410,28,46,0,18,0,18,0,18,26,43,0,18,191,178,25,43,80,98,187,164,546,295,652,256,361,207,533,254,294,236,98,113
1500000US490351131081,"Block Group 1, Census Tract 1131.08, Salt Lake County, Utah",668,98,7,12,0,11,10,15,0,11,0,11,11,18,8,13,11,17,71,54,26,25,147,79,78,61,175,81,36,28,48,31,40,30
1500000US490351131082,"Block Group 2, Census Tract 1131.08, Salt Lake County, Utah",432,62,0,11,0,11,0,11,0,11,0,11,0,11,0,11,10,16,10,15,8,13,49,33,81,63,89,44,106,46,70,51,9,14
1500000US490351133051,"Block Group 1, Census Tract 1133.05, Salt Lake County, Utah",807,162,110,89,14,22,111,101,13,21,16,21,55,49,26,30,56,59,35,42,106,96,118,93,31,37,105,83,0,11,11,21,0,11
1500000US490351133052,"Block Group 2, Census Tract 1133.05, Salt Lake County, Utah",738,162,50,49,47,42,89,75,45,62,77,76,26,31,22,34,28,48,9,17,69,72,38,41,132,93,18,31,25,40,63,57,0,11
1500000US490351133053,"Block Group 3, Census Tract 1133.05, Salt Lake County, Utah",781,154,43,53,29,35,37,58,56,48,67,62,108,82,57,72,11,17,93,107,53,55,116,99,75,75,0,11,0,11,0,11,36,56
1500000US490351133054,"Block Group 4, Census Tract 1133.05, Salt Lake County, Utah",433,143,0,11,0,11,10,16,23,29,33,32,0,11,44,73,50,59,36,59,43,42,69,104,45,46,0,11,43,39,0,11,37,54
1500000US490351133061,"Block Group 1, Census Tract 1133.06, Salt Lake County, Utah",694,139,15,25,0,11,70,71,44,68,10,18,113,76,68,62,56,56,34,37,63,64,15,24,114,98,17,20,16,25,21,32,38,52
1500000US490351133062,"Block Group 2, Census Tract 1133.06, Salt Lake County, Utah",909,208,125,116,24,22,97,71,0,11,157,108,103,90,16,25,45,43,69,78,71,86,96,72,69,61,37,45,0,11,0,11,0,11
1500000US490351133063,"Block Group 3, Census Tract 1133.06, Salt Lake County, Utah",504,144,75,64,55,69,0,11,0,11,7,21,70,54,0,11,15,24,0,11,46,44,72,67,40,38,59,54,42,44,6,12,17,26
1500000US490351133071,"Block Group 1, Census Tract 1133.07, Salt Lake County, Utah",319,86,39,41,0,11,0,11,0,11,10,15,30,45,11,17,20,32,38,46,33,50,17,20,73,62,19,21,26,35,0,11,3,6
1500000US490351133072,"Block Group 2, Census Tract 1133.07, Salt Lake County, Utah",470,117,21,18,42,53,24,33,0,11,0,11,26,24,0,11,60,61,50,61,76,68,74,55,38,52,51,42,8,12,0,11,0,11
1500000US490351133073,"Block Group 3, Census Tract 1133.07, Salt Lake County, Utah",754,144,11,18,126,90,0,11,59,67,0,11,0,11,10,16,73,64,9,14,134,85,115,55,42,31,80,63,50,43,30,34,15,23
1500000US490351133074,"Block Group 4, Census Tract 1133.07, Salt Lake County, Utah",353,103,9,14,11,18,100,85,0,11,0,11,0,11,27,25,15,17,21,32,57,56,32,31,58,47,9,13,0,11,0,11,14,21
1500000US490351133081,"Block Group 1, Census Tract 1133.08, Salt Lake County, Utah",525,114,0,11,0,11,71,74,8,13,49,53,36,48,41,53,39,45,17,20,53,52,93,66,52,66,22,28,17,25,0,11,27,31
1500000US490351133082,"Block Group 2, Census Tract 1133.08, Salt Lake County, Utah",440,87,14,17,0,11,7,11,0,11,10,16,8,13,24,24,22,25,31,32,59,46,139,80,55,43,44,46,13,19,14,17,0,11
1500000US490351133083,"Block Group 3, Census Tract 1133.08, Salt Lake County, Utah",580,115,7,11,63,57,18,21,46,28,16,18,29,37,41,31,9,13,63,53,98,83,34,28,79,59,52,50,7,11,0,11,18,19
1500000US490351133091,"Block Group 1, Census Tract 1133.09, Salt Lake County, Utah",612,123,56,34,127,105,30,39,28,23,34,43,11,18,18,19,39,45,8,13,58,52,49,36,64,39,82,53,8,12,0,11,0,11
1500000US490351133092,"Block Group 2, Census Tract 1133.09, Salt Lake County, Utah",414,83,0,11,0,11,0,11,29,45,20,23,0,11,0,11,14,17,7,11,50,55,68,40,61,36,71,54,35,30,38,35,21,19
1500000US490351133093,"Block Group 3, Census Tract 1133.09, Salt Lake County, Utah",384,91,0,11,0,11,0,11,0,11,9,14,0,11,5,10,50,28,22,23,56,38,63,62,74,53,56,66,18,20,12,16,19,17
